基因	关系	通路
APP	相关通路	Pathway::PC7_3993
NR3C1	相关通路	Pathway::PC7_3853
ICAM1	相关通路	Pathway::PC7_4689
PTCH1	相关通路	Pathway::PC7_4286
CFH	相关通路	Pathway::WP558_r79680
MAPK3	相关通路	Pathway::WP69_r79955
NRAS	相关通路	Pathway::PC7_2926
F2R	相关通路	Pathway::WP455_r81793
NR3C1	相关通路	Pathway::WP734_r74438
PLAU	相关通路	Pathway::WP399_r79474
TBXA2R	相关通路	Pathway::PC7_7439
SH3GL2	相关通路	Pathway::PC7_3278
RPSA	相关通路	Pathway::PC7_7357
MAPK1	相关通路	Pathway::WP1544_r84696
RAF1	相关通路	Pathway::WP23_r79985
HDAC6	相关通路	Pathway::WP179_r70629
SLC18A2	相关通路	Pathway::PC7_8340
MYB	相关通路	Pathway::WP2849_r84764
ADRA1A	相关通路	Pathway::PC7_1578
DNMT1	相关通路	Pathway::WP241_r83818
MAP2K1	相关通路	Pathway::PC7_7439
AXIN1	相关通路	Pathway::WP2864_r79278
KRAS	相关通路	Pathway::WP127_r78498
PRKCB	相关通路	Pathway::PC7_7482
MAPK12	相关通路	Pathway::PC7_4688
RAC1	相关通路	Pathway::PC7_7497
PPARGC1A	相关通路	Pathway::PC7_2008
HTR1B	相关通路	Pathway::PC7_4043
FGFR2	相关通路	Pathway::WP2261_r81197
SP1	相关通路	Pathway::PC7_3882
FYN	相关通路	Pathway::PC7_1670
MAPK8	相关通路	Pathway::PC7_4613
PSME3	相关通路	Pathway::PC7_7661
CREBBP	相关通路	Pathway::PC7_2582
IGH	相关通路	Pathway::PC7_3886
CES2	相关通路	Pathway::WP2884_r83041
RAC1	相关通路	Pathway::PC7_6896
C1QA	相关通路	Pathway::PC7_4688
MTOR	相关通路	Pathway::PC7_8664
FPR1	相关通路	Pathway::PC7_3975
F2R	相关通路	Pathway::WP117_r82985
RELA	相关通路	Pathway::WP15_r82705
PIK3R1	相关通路	Pathway::PC7_3886
EGF	相关通路	Pathway::PC7_4062
CRHR1	相关通路	Pathway::WP289_r81078
MAP2K4	相关通路	Pathway::PC7_3806
SRC	相关通路	Pathway::PC7_5772
JAK2	相关通路	Pathway::PC7_1517
SLC2A2	相关通路	Pathway::PC7_7290
IKBKG	相关通路	Pathway::PC7_8295
MAPK10	相关通路	Pathway::WP422_r72129
IGFBP7	相关通路	Pathway::WP615_r81193
ADCY2	相关通路	Pathway::PC7_3994
EP300	相关通路	Pathway::PC7_5326
PFN1	相关通路	Pathway::PC7_1863
SP1	相关通路	Pathway::WP1984_r82941
PML	相关通路	Pathway::WP1530_r84694
FYN	相关通路	Pathway::WP286_r78583
SLC9A1	相关通路	Pathway::PC7_7645
MAP2K2	相关通路	Pathway::PC7_8633
HCRT	相关通路	Pathway::PC7_4107
YWHAZ	相关通路	Pathway::PC7_7439
KLK7	相关通路	Pathway::PC7_3777
ACLY	相关通路	Pathway::PC7_2539
CTNNB1	相关通路	Pathway::PC7_1687
RPS19	相关通路	Pathway::PC7_3963
SMAD2	相关通路	Pathway::WP2853_r83014
DHODH	相关通路	Pathway::PC7_5994
PPARGC1A	相关通路	Pathway::WP2879_r79602
CACNA1C	相关通路	Pathway::PC7_1577
JAK2	相关通路	Pathway::PC7_4637
MTOR	相关通路	Pathway::PC7_1563
GNA12	相关通路	Pathway::WP35_r79952
SLC25A1	相关通路	Pathway::PC7_5322
CHRNA4	相关通路	Pathway::PC7_5887
MAP2K1	相关通路	Pathway::PC7_3699
ABCB1	相关通路	Pathway::PC7_4340
RAC1	相关通路	Pathway::PC7_7457
GSK3B	相关通路	Pathway::WP673_r80202
ERBB2	相关通路	Pathway::PC7_7478
CCL11	相关通路	Pathway::PC7_6396
CHUK	相关通路	Pathway::PC7_4370
JAK2	相关通路	Pathway::PC7_2373
ACADM	相关通路	Pathway::PC7_12149
PIK3R1	相关通路	Pathway::PC7_3996
MAPK3	相关通路	Pathway::WP127_r78498
VEGFA	相关通路	Pathway::PC7_7439
POLB	相关通路	Pathway::PC7_2034
NPM1	相关通路	Pathway::PC7_5990
CAMK4	相关通路	Pathway::PC7_2925
HADHB	相关通路	Pathway::PC7_12149
NOTCH2	相关通路	Pathway::WP61_r78592
ITGB1	相关通路	Pathway::PC7_3777
PRKCB	相关通路	Pathway::PC7_3327
TLR1	相关通路	Pathway::PC7_3663
FGA	相关通路	Pathway::PC7_4758
PMAIP1	相关通路	Pathway::PC7_1994
IL6ST	相关通路	Pathway::PC7_7503
MAPK3	相关通路	Pathway::PC7_1696
MAPK3	相关通路	Pathway::PC7_2907
CTSD	相关通路	Pathway::PC7_5330
FOS	相关通路	Pathway::PC7_3855
JAK2	相关通路	Pathway::PC7_7460
DAXX	相关通路	Pathway::WP400_r72084
IL2	相关通路	Pathway::WP453_r80206
UBB	相关通路	Pathway::PC7_7313
MMP1	相关通路	Pathway::WP2374_r73668
STAT3	相关通路	Pathway::PC7_3699
SRC	相关通路	Pathway::PC7_2525
FLNA	相关通路	Pathway::WP138_r79958
CHUK	相关通路	Pathway::PC7_3326
RGS17	相关通路	Pathway::WP536_r80211
EGF	相关通路	Pathway::PC7_7495
FABP6	相关通路	Pathway::PC7_8339
EP300	相关通路	Pathway::PC7_6992
CXCR4	相关通路	Pathway::PC7_3278
REN	相关通路	Pathway::PC7_5323
SPHK1	相关通路	Pathway::PC7_3885
STAT3	相关通路	Pathway::WP437_r79266
GSTM1	相关通路	Pathway::WP697_r80025
PPARG	相关通路	Pathway::PC7_6828
PDGFA	相关通路	Pathway::PC7_2535
ATM	相关通路	Pathway::WP2516_r84490
ARSA	相关通路	Pathway::PC7_5330
HRAS	相关通路	Pathway::PC7_6745
PRKACA	相关通路	Pathway::PC7_4619
NFKB1	相关通路	Pathway::WP2583_r84488
PDPK1	相关通路	Pathway::PC7_3807
PML	相关通路	Pathway::PC7_2171
CDK2	相关通路	Pathway::PC7_6918
SIRT1	相关通路	Pathway::PC7_7272
PRKCD	相关通路	Pathway::PC7_4107
KCNMB1	相关通路	Pathway::PC7_6515
JAK2	相关通路	Pathway::PC7_7446
ADCYAP1	相关通路	Pathway::PC7_7439
GNAI1	相关通路	Pathway::PC7_4449
PAH	相关通路	Pathway::WP550_r81207
CAT	相关通路	Pathway::PC7_2532
XIAP	相关通路	Pathway::PC7_11357
GRB2	相关通路	Pathway::WP673_r80202
MAP2K4	相关通路	Pathway::PC7_2533
PLK1	相关通路	Pathway::PC7_2521
ADCY5	相关通路	Pathway::PC7_7445
GSK3B	相关通路	Pathway::PC7_11463
NRAS	相关通路	Pathway::WP2870_r79555
PDGFB	相关通路	Pathway::PC7_6135
CYP1A2	相关通路	Pathway::PC7_8790
TNF	相关通路	Pathway::WP530_r79331
CYP27B1	相关通路	Pathway::PC7_5322
CHRM2	相关通路	Pathway::PC7_7439
IL1B	相关通路	Pathway::PC7_4778
HMGB1	相关通路	Pathway::PC7_5560
KCNJ6	相关通路	Pathway::PC7_4786
OXT	相关通路	Pathway::PC7_7439
SPHK1	相关通路	Pathway::PC7_1817
CREB1	相关通路	Pathway::PC7_2335
MAP3K5	相关通路	Pathway::PC7_2532
FYN	相关通路	Pathway::PC7_3679
PIK3CA	相关通路	Pathway::WP3286_r84312
RORA	相关通路	Pathway::PC7_6203
ODC1	相关通路	Pathway::PC7_5322
PIK3R2	相关通路	Pathway::WP437_r79266
NDUFV1	相关通路	Pathway::PC7_6942
PDGFRB	相关通路	Pathway::PC7_7478
ADRA2A	相关通路	Pathway::PC7_1578
NME1	相关通路	Pathway::WP2377_r80437
STAT1	相关通路	Pathway::PC7_4688
STAT1	相关通路	Pathway::WP2380_r79953
SMARCA4	相关通路	Pathway::PC7_6914
EGF	相关通路	Pathway::PC7_3326
VCAN	相关通路	Pathway::PC7_3278
KCNK3	相关通路	Pathway::PC7_8132
POLR2F	相关通路	Pathway::PC7_6801
PDE6B	相关通路	Pathway::PC7_3280
UBB	相关通路	Pathway::PC7_1563
CFI	相关通路	Pathway::PC7_4741
CDK2	相关通路	Pathway::PC7_3362
PDGFRA	相关通路	Pathway::PC7_4688
PIM1	相关通路	Pathway::PC7_4628
MDM2	相关通路	Pathway::PC7_2926
AKT1	相关通路	Pathway::PC7_6512
PTEN	相关通路	Pathway::PC7_2925
GRB2	相关通路	Pathway::WP286_r78583
ABL1	相关通路	Pathway::WP1530_r84694
DUSP1	相关通路	Pathway::PC7_6916
MAPK9	相关通路	Pathway::PC7_3327
RAC1	相关通路	Pathway::PC7_7424
NR4A3	相关通路	Pathway::WP516_r71358
PRKCB	相关通路	Pathway::WP1528_r78581
MAPK8	相关通路	Pathway::PC7_8295
PIK3R1	相关通路	Pathway::PC7_7487
KIF11	相关通路	Pathway::PC7_3869
PIK3C2A	相关通路	Pathway::PC7_5307
POLR2F	相关通路	Pathway::PC7_5875
IFNG	相关通路	Pathway::WP560_r83868
CTSG	相关通路	Pathway::PC7_3065
IL6ST	相关通路	Pathway::PC7_7478
HS3ST3A1	相关通路	Pathway::PC7_3278
CDK5	相关通路	Pathway::WP1530_r84694
DYRK1A	相关通路	Pathway::PC7_4002
SLC25A1	相关通路	Pathway::PC7_8424
PTPN11	相关通路	Pathway::PC7_4781
IDO1	相关通路	Pathway::PC7_5322
TYK2	相关通路	Pathway::PC7_4614
ACTB	相关通路	Pathway::PC7_4308
APOE	相关通路	Pathway::PC7_4970
MMP8	相关通路	Pathway::PC7_2669
NOS2	相关通路	Pathway::PC7_7500
PPP2R1A	相关通路	Pathway::PC7_4112
ACACA	相关通路	Pathway::PC7_2539
PIK3CD	相关通路	Pathway::PC7_7444
NQO1	相关通路	Pathway::WP2884_r83041
SP1	相关通路	Pathway::WP706_r80056
WAS	相关通路	Pathway::WP524_r72112
RPL11	相关通路	Pathway::PC7_3278
LTBP1	相关通路	Pathway::PC7_3777
COL4A1	相关通路	Pathway::PC7_5698
CSF1R	相关通路	Pathway::WP2848_r80009
NCF1	相关通路	Pathway::PC7_4949
IL1B	相关通路	Pathway::WP75_r83867
MAPK3	相关通路	Pathway::WP2059_r82906
PTEN	相关通路	Pathway::PC7_2926
CEBPB	相关通路	Pathway::PC7_6913
HLA-DPB1	相关通路	Pathway::PC7_4773
GSK3B	相关通路	Pathway::PC7_1063
PTEN	相关通路	Pathway::PC7_5877
IKBKG	相关通路	Pathway::PC7_7787
ITGB2	相关通路	Pathway::PC7_4741
RPSA	相关通路	Pathway::PC7_4727
RAF1	相关通路	Pathway::PC7_7504
CDC37	相关通路	Pathway::PC7_7439
VCP	相关通路	Pathway::PC7_7439
MTOR	相关通路	Pathway::PC7_3325
NFATC3	相关通路	Pathway::PC7_3278
POLA1	相关通路	Pathway::PC7_2952
CYP17A1	相关通路	Pathway::WP496_r69016
ALB	相关通路	Pathway::PC7_7290
DDC	相关通路	Pathway::PC7_1625
PCK1	相关通路	Pathway::PC7_3084
PIK3R2	相关通路	Pathway::WP2332_r79525
MAPK12	相关通路	Pathway::WP75_r83867
WEE1	相关通路	Pathway::WP45_r80001
EIF4E	相关通路	Pathway::PC7_7439
FGF2	相关通路	Pathway::PC7_6461
CSF2	相关通路	Pathway::PC7_7439
CAMK4	相关通路	Pathway::PC7_4741
AGT	相关通路	Pathway::PC7_4107
POLA1	相关通路	Pathway::PC7_1554
FGF7	相关通路	Pathway::PC7_6994
ITK	相关通路	Pathway::PC7_7787
RELA	相关通路	Pathway::PC7_8803
NOD2	相关通路	Pathway::PC7_5561
FGF8	相关通路	Pathway::PC7_3325
PCNA	相关通路	Pathway::PC7_4946
MAPK1	相关通路	Pathway::WP313_r79946
CTSK	相关通路	Pathway::WP12_r81176
IL2RA	相关通路	Pathway::PC7_7269
CYP11B1	相关通路	Pathway::PC7_2098
MTOR	相关通路	Pathway::PC7_2252
PRKACA	相关通路	Pathway::PC7_3325
STAT3	相关通路	Pathway::PC7_7451
MC2R	相关通路	Pathway::PC7_7457
RPS27A	相关通路	Pathway::PC7_7458
CCL2	相关通路	Pathway::PC7_8631
PSME3	相关通路	Pathway::PC7_1118
SFRP4	相关通路	Pathway::WP428_r79854
MTHFR	相关通路	Pathway::WP1589_r82223
EGFR	相关通路	Pathway::PC7_6895
PIK3R1	相关通路	Pathway::PC7_4000
MET	相关通路	Pathway::PC7_3811
E2F1	相关通路	Pathway::WP1971_r82939
PC	相关通路	Pathway::WP106_r74147
PIK3CD	相关通路	Pathway::WP286_r78583
TFF1	相关通路	Pathway::PC7_8675
STAT5B	相关通路	Pathway::PC7_3424
PTGS2	相关通路	Pathway::WP2377_r80437
BAX	相关通路	Pathway::WP707_r82937
HIF1A	相关通路	Pathway::WP236_r80209
MAPK3	相关通路	Pathway::WP2868_r78079
KISS1R	相关通路	Pathway::PC7_7457
E2F1	相关通路	Pathway::PC7_2440
ATM	相关通路	Pathway::PC7_1883
IGFBP1	相关通路	Pathway::PC7_3853
MMP13	相关通路	Pathway::PC7_2669
UBB	相关通路	Pathway::PC7_5788
UBB	相关通路	Pathway::PC7_6890
IL18	相关通路	Pathway::PC7_4688
ABCC2	相关通路	Pathway::WP2884_r83041
HMGB1	相关通路	Pathway::PC7_1684
NEDD8	相关通路	Pathway::PC7_12271
PIK3CA	相关通路	Pathway::PC7_5326
CDKN1A	相关通路	Pathway::PC7_7443
MAPK9	相关通路	Pathway::PC7_5560
NGF	相关通路	Pathway::PC7_5769
CCR4	相关通路	Pathway::PC7_7439
ABAT	相关通路	Pathway::WP106_r74147
SLC1A4	相关通路	Pathway::PC7_1632
HSPA1B	相关通路	Pathway::PC7_4112
KRAS	相关通路	Pathway::PC7_3698
MAP3K1	相关通路	Pathway::WP585_r80201
HPSE	相关通路	Pathway::PC7_3018
AFP	相关通路	Pathway::PC7_12279
ACTB	相关通路	Pathway::PC7_2541
PRKCD	相关通路	Pathway::PC7_2392
SGK3	相关通路	Pathway::PC7_7681
FGA	相关通路	Pathway::PC7_6512
PRKCQ	相关通路	Pathway::PC7_3807
CXCL1	相关通路	Pathway::PC7_4614
GRIN2A	相关通路	Pathway::WP666_r68893
JAK1	相关通路	Pathway::PC7_3325
PTK2B	相关通路	Pathway::PC7_2698
SLC38A2	相关通路	Pathway::PC7_8340
KCND3	相关通路	Pathway::PC7_8763
CREBBP	相关通路	Pathway::PC7_3882
FKBP1B	相关通路	Pathway::PC7_4791
MIF	相关通路	Pathway::WP236_r80209
GABRA1	相关通路	Pathway::PC7_6065
CHUK	相关通路	Pathway::PC7_1987
APOB	相关通路	Pathway::PC7_4921
HSPG2	相关通路	Pathway::PC7_3280
GCLC	相关通路	Pathway::PC7_6433
PLG	相关通路	Pathway::WP272_r84876
RHOA	相关通路	Pathway::PC7_4043
JAK2	相关通路	Pathway::PC7_3864
RHOA	相关通路	Pathway::PC7_7040
RB1	相关通路	Pathway::PC7_3361
PRKACA	相关通路	Pathway::PC7_4037
FOS	相关通路	Pathway::PC7_5051
HLA-C	相关通路	Pathway::PC7_1671
PTK2	相关通路	Pathway::WP673_r80202
HBEGF	相关通路	Pathway::PC7_7445
NCOA1	相关通路	Pathway::PC7_6065
SP1	相关通路	Pathway::WP1982_r79943
NRAS	相关通路	Pathway::PC7_3328
GABRG2	相关通路	Pathway::PC7_4014
CTNNB1	相关通路	Pathway::WP2858_r83015
RB1	相关通路	Pathway::PC7_2519
MDM2	相关通路	Pathway::PC7_1203
PIK3CA	相关通路	Pathway::PC7_5322
AKT2	相关通路	Pathway::PC7_7478
CREB1	相关通路	Pathway::PC7_4107
PPARGC1A	相关通路	Pathway::PC7_5515
ESR2	相关通路	Pathway::PC7_5989
EGLN1	相关通路	Pathway::PC7_6086
TP53	相关通路	Pathway::PC7_7661
AKT1	相关通路	Pathway::WP2332_r79525
MAPK3	相关通路	Pathway::PC7_4556
NRAS	相关通路	Pathway::PC7_12078
GLI3	相关通路	Pathway::WP474_r80208
RHOA	相关通路	Pathway::PC7_6957
IL1B	相关通路	Pathway::WP1455_r68965
TBXA2R	相关通路	Pathway::PC7_8267
PRL	相关通路	Pathway::PC7_1655
MAOA	相关通路	Pathway::PC7_5889
STAT3	相关通路	Pathway::PC7_6740
MT2A	相关通路	Pathway::PC7_1123
TPM3	相关通路	Pathway::PC7_7625
MAP2K1	相关通路	Pathway::WP2197_r74852
ADRA1D	相关通路	Pathway::PC7_2620
DRD2	相关通路	Pathway::WP3594_r84573
HRAS	相关通路	Pathway::PC7_7788
MSMO1	相关通路	Pathway::PC7_2565
VCP	相关通路	Pathway::PC7_4467
MAPK1	相关通路	Pathway::PC7_2532
IKBKG	相关通路	Pathway::WP1544_r84696
MAPK1	相关通路	Pathway::WP2112_r63216
PRKCD	相关通路	Pathway::PC7_6178
PDX1	相关通路	Pathway::PC7_6904
CDH6	相关通路	Pathway::WP2064_r79263
TGFBR1	相关通路	Pathway::PC7_7796
MAPK3	相关通路	Pathway::PC7_7503
RPS15	相关通路	Pathway::PC7_7357
APOE	相关通路	Pathway::WP3601_r84331
MAX	相关通路	Pathway::PC7_5528
NQO1	相关通路	Pathway::PC7_6915
PPP2R1A	相关通路	Pathway::PC7_2072
RRM2B	相关通路	Pathway::PC7_7723
SUCLG1	相关通路	Pathway::PC7_8229
NR2F2	相关通路	Pathway::WP2858_r83015
PSME3	相关通路	Pathway::PC7_4688
CALM1	相关通路	Pathway::PC7_1535
CYP11B1	相关通路	Pathway::PC7_5332
PIK3CD	相关通路	Pathway::PC7_7751
PSME3	相关通路	Pathway::PC7_11018
RPL11	相关通路	Pathway::PC7_8331
SH3GL2	相关通路	Pathway::PC7_7439
GNAS	相关通路	Pathway::PC7_3995
PRKAR1A	相关通路	Pathway::PC7_2392
CASP9	相关通路	Pathway::PC7_1877
CASP1	相关通路	Pathway::PC7_8226
MAPK1	相关通路	Pathway::PC7_3670
PIK3R1	相关通路	Pathway::WP69_r79955
SREBF1	相关通路	Pathway::PC7_8328
CSF2RB	相关通路	Pathway::WP286_r78583
CD36	相关通路	Pathway::WP716_r83589
RAC1	相关通路	Pathway::PC7_2253
PTK2B	相关通路	Pathway::WP2380_r79953
JAK1	相关通路	Pathway::PC7_5559
CSF2RB	相关通路	Pathway::PC7_4449
EGFR	相关通路	Pathway::PC7_7457
TUFM	相关通路	Pathway::PC7_5522
NRG1	相关通路	Pathway::PC7_3697
VHL	相关通路	Pathway::PC7_2531
PLA2G2A	相关通路	Pathway::PC7_1559
IGF2R	相关通路	Pathway::PC7_2630
RPL11	相关通路	Pathway::PC7_5327
C5AR1	相关通路	Pathway::PC7_4044
SMAD4	相关通路	Pathway::PC7_7442
DRD4	相关通路	Pathway::WP3594_r84573
SLC6A3	相关通路	Pathway::PC7_7290
TNF	相关通路	Pathway::PC7_7852
KRAS	相关通路	Pathway::PC7_1863
RBP4	相关通路	Pathway::PC7_6948
PDGFRA	相关通路	Pathway::WP2261_r81197
SMARCA4	相关通路	Pathway::PC7_3278
MTHFR	相关通路	Pathway::WP15_r82705
PTPN11	相关通路	Pathway::PC7_7444
ADAM17	相关通路	Pathway::PC7_3278
IGF1	相关通路	Pathway::PC7_7439
RPS27A	相关通路	Pathway::PC7_1674
MC2R	相关通路	Pathway::WP455_r81793
FOS	相关通路	Pathway::WP304_r78799
AXIN1	相关通路	Pathway::PC7_6815
FGF2	相关通路	Pathway::PC7_6149
CYP7A1	相关通路	Pathway::WP43_r84102
SPR	相关通路	Pathway::PC7_5328
F7	相关通路	Pathway::PC7_3778
MTOR	相关通路	Pathway::PC7_1877
STAT1	相关通路	Pathway::WP75_r83867
DRD1	相关通路	Pathway::PC7_3318
MUC1	相关通路	Pathway::PC7_6001
SRC	相关通路	Pathway::PC7_6142
GRB2	相关通路	Pathway::PC7_2701
MAPK8	相关通路	Pathway::WP75_r83867
SCT	相关通路	Pathway::PC7_7457
GAD1	相关通路	Pathway::PC7_5891
CDC25B	相关通路	Pathway::PC7_12267
P2RY12	相关通路	Pathway::PC7_6094
RAF1	相关通路	Pathway::WP422_r72129
SERPINC1	相关通路	Pathway::PC7_3958
ADCY5	相关通路	Pathway::PC7_2392
SERPINA1	相关通路	Pathway::WP558_r79680
TSHR	相关通路	Pathway::WP2032_r79960
FYN	相关通路	Pathway::PC7_5885
GCK	相关通路	Pathway::PC7_8339
EGF	相关通路	Pathway::PC7_1877
PMAIP1	相关通路	Pathway::PC7_1684
BCL2L1	相关通路	Pathway::PC7_4741
ABCC2	相关通路	Pathway::WP1604_r74317
RAC2	相关通路	Pathway::WP185_r80036
HSD11B1	相关通路	Pathway::PC7_5332
ITGB4	相关通路	Pathway::PC7_10400
BCL2A1	相关通路	Pathway::PC7_3277
GNAS	相关通路	Pathway::PC7_5322
SST	相关通路	Pathway::PC7_4043
NCOA6	相关通路	Pathway::PC7_3882
NRAS	相关通路	Pathway::PC7_1877
NFKB1	相关通路	Pathway::PC7_3884
IL1B	相关通路	Pathway::WP706_r80056
IL6	相关通路	Pathway::PC7_1163
PRKCE	相关通路	Pathway::WP399_r79474
TUBB3	相关通路	Pathway::WP2359_r72121
CD79A	相关通路	Pathway::PC7_1670
HMGCL	相关通路	Pathway::PC7_5326
RAF1	相关通路	Pathway::PC7_8340
ACACA	相关通路	Pathway::PC7_5322
CPT2	相关通路	Pathway::PC7_5322
NRG1	相关通路	Pathway::PC7_4284
XRCC4	相关通路	Pathway::PC7_4366
GRB2	相关通路	Pathway::PC7_3811
CASP1	相关通路	Pathway::WP2447_r84415
SAE1	相关通路	Pathway::PC7_6588
CASP7	相关通路	Pathway::PC7_10400
C4B	相关通路	Pathway::WP558_r79680
MAPK1	相关通路	Pathway::PC7_6512
GABRA2	相关通路	Pathway::PC7_8340
GSK3B	相关通路	Pathway::PC7_4940
GSTA1	相关通路	Pathway::WP2884_r83041
BCL2L1	相关通路	Pathway::WP2034_r80016
MAPT	相关通路	Pathway::PC7_7501
PTGS1	相关通路	Pathway::WP15_r82705
BTK	相关通路	Pathway::WP2203_r78549
HRAS	相关通路	Pathway::PC7_3278
APP	相关通路	Pathway::PC7_3992
ADM	相关通路	Pathway::PC7_2441
ITPR2	相关通路	Pathway::PC7_3328
GABBR1	相关通路	Pathway::PC7_4044
ADAMTSL2	相关通路	Pathway::PC7_6540
TYK2	相关通路	Pathway::WP2374_r73668
PTPN11	相关通路	Pathway::PC7_4062
PTH1R	相关通路	Pathway::PC7_7457
STAT1	相关通路	Pathway::PC7_7451
MAPK9	相关通路	Pathway::WP306_r80308
MYH6	相关通路	Pathway::PC7_5551
MAP2K1	相关通路	Pathway::WP2018_r79959
SDHB	相关通路	Pathway::WP78_r70014
FGFR1	相关通路	Pathway::PC7_3819
RBP4	相关通路	Pathway::WP716_r83589
CREB1	相关通路	Pathway::PC7_2333
C5AR1	相关通路	Pathway::WP24_r79999
CDC42	相关通路	Pathway::PC7_3360
UBE2I	相关通路	Pathway::PC7_6900
CDK2	相关通路	Pathway::PC7_2521
UBB	相关通路	Pathway::PC7_1816
ARTN	相关通路	Pathway::PC7_5698
MDM2	相关通路	Pathway::PC7_3277
MDM2	相关通路	Pathway::PC7_1877
BMPR1A	相关通路	Pathway::WP2858_r83015
PDPK1	相关通路	Pathway::PC7_2679
RPLP2	相关通路	Pathway::PC7_4728
HRAS	相关通路	Pathway::WP185_r80036
MDM2	相关通路	Pathway::PC7_7446
TPM1	相关通路	Pathway::PC7_7682
ITGB1	相关通路	Pathway::PC7_7721
SMPD1	相关通路	Pathway::PC7_2535
CCNE1	相关通路	Pathway::WP2371_r84649
SCO1	相关通路	Pathway::PC7_8229
PIK3R1	相关通路	Pathway::PC7_5867
NR1I3	相关通路	Pathway::PC7_4116
HDAC8	相关通路	Pathway::WP2064_r79263
BTK	相关通路	Pathway::PC7_2925
CDH1	相关通路	Pathway::PC7_3360
ADCY8	相关通路	Pathway::PC7_8340
MYD88	相关通路	Pathway::PC7_3663
HSD11B2	相关通路	Pathway::WP237_r78497
CDC42	相关通路	Pathway::PC7_3385
PIK3R1	相关通路	Pathway::PC7_2263
NFKB1	相关通路	Pathway::WP382_r79951
GRIN1	相关通路	Pathway::PC7_3421
SAR1B	相关通路	Pathway::PC7_1750
ITPR2	相关通路	Pathway::PC7_4741
LY96	相关通路	Pathway::PC7_5561
PDE4D	相关通路	Pathway::PC7_7439
MDM2	相关通路	Pathway::PC7_7443
AGTR1	相关通路	Pathway::PC7_6396
CXCL2	相关通路	Pathway::PC7_4043
CCNB1	相关通路	Pathway::WP2516_r84490
STAT3	相关通路	Pathway::PC7_4614
G6PC3	相关通路	Pathway::PC7_4211
SERPINA3	相关通路	Pathway::WP15_r82705
PIK3R2	相关通路	Pathway::PC7_1877
PPP2R2A	相关通路	Pathway::PC7_5324
PIK3CA	相关通路	Pathway::PC7_7457
MTNR1B	相关通路	Pathway::PC7_4043
EIF2S1	相关通路	Pathway::PC7_685
CLU	相关通路	Pathway::PC7_6514
OPRM1	相关通路	Pathway::PC7_3992
MMP2	相关通路	Pathway::PC7_2669
NTF3	相关通路	Pathway::WP2377_r80437
PRKCZ	相关通路	Pathway::PC7_6892
HRAS	相关通路	Pathway::PC7_4613
SERPINE1	相关通路	Pathway::WP615_r81193
